pokedex_number,name,german_name,japanese_name,generation,status,species,type_1,type_2,height_m,weight_kg,ability_1,ability_2,ability_hidden
488,Cresselia,Cresselia,クレセリア (Cresselia),4,Sub Legendary,Lunar Pokémon,Psychic,,1.5,85.6,Levitate,,
489,Phione,Phione,フィオネ (Phione),4,Mythical,Sea Drifter Pokémon,Water,,0.4,3.1,Hydration,,
490,Manaphy,Manaphy,マナフィ (Manaphy),4,Mythical,Seafaring Pokémon,Water,,0.3,1.4,Hydration,,
491,Darkrai,Darkrai,ダークライ (Darkrai),4,Mythical,Pitch-Black Pokémon,Dark,,1.5,50.5,Bad Dreams,,
492,Shaymin Land Forme,Shaymin,シェイミ (Shaymin),4,Mythical,Gratitude Pokémon,Grass,,0.2,2.1,Natural Cure,,
492,Shaymin Sky Forme,Shaymin,シェイミ (Shaymin),4,Mythical,Gratitude Pokémon,Grass,Flying,0.4,5.2,Serene Grace,,
493,Arceus,Arceus,アルセウス (Arceus),4,Mythical,Alpha Pokémon,Normal,,3.2,320,Multitype,,
494,Victini,Victini,ビクティニ (Victini),5,Mythical,Victory Pokémon,Psychic,Fire,0.4,4,Victory Star,,
495,Snivy,Serpifeu,ツタージャ (Tsutarja),5,Normal,Grass Snake Pokémon,Grass,,0.6,8.1,Overgrow,,Contrary
496,Servine,Efoserp,ジャノビー (Janovy),5,Normal,Grass Snake Pokémon,Grass,,0.8,16,Overgrow,,Contrary
497,Serperior,Serpiroyal,ジャローダ (Jalorda),5,Normal,Regal Pokémon,Grass,,3.3,63,Overgrow,,Contrary
498,Tepig,Floink,ポカブ (Pokabu),5,Normal,Fire Pig Pokémon,Fire,,0.5,9.9,Blaze,,Thick Fat
499,Pignite,Ferkokel,チャオブー (Chaoboo),5,Normal,Fire Pig Pokémon,Fire,Fighting,1,55.5,Blaze,,Thick Fat
500,Emboar,Flambirex,エンブオー (Enbuoh),5,Normal,Mega Fire Pig Pokémon,Fire,Fighting,1.6,150,Blaze,,Reckless
501,Oshawott,Ottaro,ミジュマル (Mijumaru),5,Normal,Sea Otter Pokémon,Water,,0.5,5.9,Torrent,,Shell Armor
502,Dewott,Zwottronin,フタチマル (Futachimaru),5,Normal,Discipline Pokémon,Water,,0.8,24.5,Torrent,,Shell Armor
503,Samurott,Admurai,ダイケンキ (Daikenki),5,Normal,Formidable Pokémon,Water,,1.5,94.6,Torrent,,Shell Armor
504,Patrat,Nagelotz,ミネズミ (Minezumi),5,Normal,Scout Pokémon,Normal,,0.5,11.6,Run Away,Keen Eye,Analytic
505,Watchog,Kukmarda,ミルホッグ (Miruhog),5,Normal,Lookout Pokémon,Normal,,1.1,27,Illuminate,Keen Eye,Analytic
506,Lillipup,Yorkleff,ヨーテリー (Yorterrie),5,Normal,Puppy Pokémon,Normal,,0.4,4.1,Vital Spirit,Pickup,Run Away
507,Herdier,Terribark,ハーデリア (Herderrie),5,Normal,Loyal Dog Pokémon,Normal,,0.9,14.7,Intimidate,Sand Rush,Scrappy
508,Stoutland,Bissbark,ムーランド (Mooland),5,Normal,Big-Hearted Pokémon,Normal,,1.2,61,Intimidate,Sand Rush,Scrappy
509,Purrloin,Felilou,チョロネコ (Choroneko),5,Normal,Devious Pokémon,Dark,,0.4,10.1,Limber,Unburden,Prankster
510,Liepard,Kleoparda,レパルダス (Lepardas),5,Normal,Cruel Pokémon,Dark,,1.1,37.5,Limber,Unburden,Prankster
511,Pansage,Vegimak,ヤナップ (Yanappu),5,Normal,Grass Monkey Pokémon,Grass,,0.6,10.5,Gluttony,,Overgrow
512,Simisage,Vegichita,ヤナッキー (Yanakkie),5,Normal,Thorn Monkey Pokémon,Grass,,1.1,30.5,Gluttony,,Overgrow
513,Pansear,Grillmak,バオップ (Baoppu),5,Normal,High Temp Pokémon,Fire,,0.6,11,Gluttony,,Blaze
514,Simisear,Grillchita,バオッキー (Baokkie),5,Normal,Ember Pokémon,Fire,,1,28,Gluttony,,Blaze
515,Panpour,Sodamak,ヒヤップ (Hiyappu),5,Normal,Spray Pokémon,Water,,0.6,13.5,Gluttony,,Torrent
516,Simipour,Sodachita,ヒヤッキー (Hiyakkie),5,Normal,Geyser Pokémon,Water,,1,29,Gluttony,,Torrent
517,Munna,Somniam,ムンナ (Munna),5,Normal,Dream Eater Pokémon,Psychic,,0.6,23.3,Forewarn,Synchronize,Telepathy
518,Musharna,Somnivora,ムシャーナ (Musharna),5,Normal,Drowsing Pokémon,Psychic,,1.1,60.5,Forewarn,Synchronize,Telepathy
519,Pidove,Dusselgurr,マメパト (Mamepato),5,Normal,Tiny Pigeon Pokémon,Normal,Flying,0.3,2.1,Big Pecks,Super Luck,Rivalry
520,Tranquill,Navitaub,ハトーボー (Hatoboh),5,Normal,Wild Pigeon Pokémon,Normal,Flying,0.6,15,Big Pecks,Super Luck,Rivalry
521,Unfezant,Fasasnob,ケンホロウ (Kenhallow),5,Normal,Proud Pokémon,Normal,Flying,1.2,29,Big Pecks,Super Luck,Rivalry
522,Blitzle,Elezeba,シママ (Shimama),5,Normal,Electrified Pokémon,Electric,,0.8,29.8,Lightning Rod,Motor Drive,Sap Sipper
523,Zebstrika,Zebritz,ゼブライカ (Zebraika),5,Normal,Thunderbolt Pokémon,Electric,,1.6,79.5,Lightning Rod,Motor Drive,Sap Sipper
524,Roggenrola,Kiesling,ダンゴロ (Dangoro),5,Normal,Mantle Pokémon,Rock,,0.4,18,Sturdy,Weak Armor,Sand Force
525,Boldore,Sedimantur,ガントル (Gantle),5,Normal,Ore Pokémon,Rock,,0.9,102,Sturdy,Weak Armor,Sand Force
526,Gigalith,Brockoloss,ギガイアス (Gigaiath),5,Normal,Compressed Pokémon,Rock,,1.7,260,Sturdy,Sand Stream,Sand Force
527,Woobat,Fleknoil,コロモリ (Koromori),5,Normal,Bat Pokémon,Psychic,Flying,0.4,2.1,Unaware,Klutz,Simple
528,Swoobat,Fletiamo,ココロモリ (Kokoromori),5,Normal,Courting Pokémon,Psychic,Flying,0.9,10.5,Unaware,Klutz,Simple
529,Drilbur,Rotomurf,モグリュー (Mogurew),5,Normal,Mole Pokémon,Ground,,0.3,8.5,Sand Rush,Sand Force,Mold Breaker
530,Excadrill,Stalobor,ドリュウズ (Doryuzu),5,Normal,Subterrene Pokémon,Ground,Steel,0.7,40.4,Sand Rush,Sand Force,Mold Breaker
531,Audino,Ohrdoch,タブンネ (Tabunne),5,Normal,Hearing Pokémon,Normal,,1.1,31,Healer,Regenerator,Klutz
531,Mega Audino,Ohrdoch,タブンネ (Tabunne),5,Normal,Hearing Pokémon,Normal,Fairy,1.5,32,Healer,,
532,Timburr,Praktibalk,ドッコラー (Dokkorer),5,Normal,Muscular Pokémon,Fighting,,0.6,12.5,Guts,Sheer Force,Iron Fist
533,Gurdurr,Strepoli,ドテッコツ (Dotekkotsu),5,Normal,Muscular Pokémon,Fighting,,1.2,40,Guts,Sheer Force,Iron Fist
534,Conkeldurr,Meistagrif,ローブシン (Roubushin),5,Normal,Muscular Pokémon,Fighting,,1.4,87,Guts,Sheer Force,Iron Fist
535,Tympole,Schallquap,オタマロ (Otamaro),5,Normal,Tadpole Pokémon,Water,,0.5,4.5,Swift Swim,Hydration,Water Absorb
536,Palpitoad,Mebrana,ガマガル (Gamagaru),5,Normal,Vibration Pokémon,Water,Ground,0.8,17,Swift Swim,Hydration,Water Absorb
537,Seismitoad,Branawarz,ガマゲロゲ (Gamageroge),5,Normal,Vibration Pokémon,Water,Ground,1.5,62,Swift Swim,Poison Touch,Water Absorb
538,Throh,Jiutesto,ナゲキ (Nageki),5,Normal,Judo Pokémon,Fighting,,1.3,55.5,Guts,Inner Focus,Mold Breaker
539,Sawk,Karadonis,ダゲキ (Dageki),5,Normal,Karate Pokémon,Fighting,,1.4,51,Sturdy,Inner Focus,Mold Breaker
540,Sewaddle,Strawickl,クルミル (Kurumiru),5,Normal,Sewing Pokémon,Bug,Grass,0.3,2.5,Swarm,Chlorophyll,Overcoat
541,Swadloon,Folikon,クルマユ (Kurumayu),5,Normal,Leaf-Wrapped Pokémon,Bug,Grass,0.5,7.3,Leaf Guard,Chlorophyll,Overcoat
542,Leavanny,Matrifol,ハハコモリ (Hahakomori),5,Normal,Nurturing Pokémon,Bug,Grass,1.2,20.5,Swarm,Chlorophyll,Overcoat
543,Venipede,Toxiped,フシデ (Fushide),5,Normal,Centipede Pokémon,Bug,Poison,0.4,5.3,Poison Point,Swarm,Speed Boost
544,Whirlipede,Rollum,ホイーガ (Wheega),5,Normal,Curlipede Pokémon,Bug,Poison,1.2,58.5,Poison Point,Swarm,Speed Boost
545,Scolipede,Cerapendra,ペンドラー (Pendror),5,Normal,Megapede Pokémon,Bug,Poison,2.5,200.5,Poison Point,Swarm,Speed Boost
546,Cottonee,Waumboll,モンメン (Monmen),5,Normal,Cotton Puff Pokémon,Grass,Fairy,0.3,0.6,Prankster,Infiltrator,Chlorophyll
547,Whimsicott,Elfun,エルフーン (Elfuun),5,Normal,Windveiled Pokémon,Grass,Fairy,0.7,6.6,Prankster,Infiltrator,Chlorophyll
548,Petilil,Lilminip,チュリネ (Churine),5,Normal,Bulb Pokémon,Grass,,0.5,6.6,Chlorophyll,Own Tempo,Leaf Guard
549,Lilligant,Dressella,ドレディア (Dredear),5,Normal,Flowering Pokémon,Grass,,1.1,16.3,Chlorophyll,Own Tempo,Leaf Guard
550,Basculin Red-Striped Form,Barschuft,バスラオ (Bassrao),5,Normal,Hostile Pokémon,Water,,1,18,Reckless,Adaptability,Mold Breaker
550,Basculin Blue-Striped Form,Barschuft,バスラオ (Bassrao),5,Normal,Hostile Pokémon,Water,,1,18,Rock Head,Adaptability,Mold Breaker
551,Sandile,Ganovil,メグロコ (Meguroco),5,Normal,Desert Croc Pokémon,Ground,Dark,0.7,15.2,Intimidate,Moxie,Anger Point
552,Krokorok,Rokkaiman,ワルビル (Waruvile),5,Normal,Desert Croc Pokémon,Ground,Dark,1,33.4,Intimidate,Moxie,Anger Point
553,Krookodile,Rabigator,ワルビアル (Waruvial),5,Normal,Intimidation Pokémon,Ground,Dark,1.5,96.3,Intimidate,Moxie,Anger Point
554,Darumaka,Flampion,ダルマッカ (Darumakka),5,Normal,Zen Charm Pokémon,Fire,,0.6,37.5,Hustle,,Inner Focus
554,Galarian Darumaka,Flampion,ダルマッカ (Darumakka),5,Normal,Zen Charm Pokémon,Ice,,0.7,40,Hustle,,Inner Focus
555,Darmanitan Standard Mode,Flampivian,ヒヒダルマ (Hihidaruma),5,Normal,Blazing Pokémon,Fire,,1.3,92.9,Sheer Force,,Zen Mode
555,Darmanitan Zen Mode,Flampivian,ヒヒダルマ (Hihidaruma),5,Normal,Blazing Pokémon,Fire,Psychic,1.3,92.9,Sheer Force,,Zen Mode
555,Galarian Darmanitan Standard Mode,Flampivian,ヒヒダルマ (Hihidaruma),5,Normal,Zen Charm Pokémon,Ice,,1.7,120,Gorilla Tactics,,Zen Mode
555,Galarian Darmanitan Zen Mode,Flampivian,ヒヒダルマ (Hihidaruma),5,Normal,Zen Charm Pokémon,Ice,Fire,1.7,120,Gorilla Tactics,,Zen Mode
556,Maractus,Maracamba,マラカッチ (Maracacchi),5,Normal,Cactus Pokémon,Grass,,1,28,Water Absorb,Chlorophyll,Storm Drain
557,Dwebble,Lithomith,イシズマイ (Ishizumai),5,Normal,Rock Inn Pokémon,Bug,Rock,0.3,14.5,Sturdy,Shell Armor,Weak Armor
558,Crustle,Castellith,イワパレス (Iwapalace),5,Normal,Stone Home Pokémon,Bug,Rock,1.4,200,Sturdy,Shell Armor,Weak Armor
559,Scraggy,Zurrokex,ズルッグ (Zuruggu),5,Normal,Shedding Pokémon,Dark,Fighting,0.6,11.8,Shed Skin,Moxie,Intimidate
560,Scrafty,Irokex,ズルズキン (Zuruzukin),5,Normal,Hoodlum Pokémon,Dark,Fighting,1.1,30,Shed Skin,Moxie,Intimidate
561,Sigilyph,Symvolara,シンボラー (Symboler),5,Normal,Avianoid Pokémon,Psychic,Flying,1.4,14,Wonder Skin,Magic Guard,Tinted Lens
562,Yamask,Makabaja,デスマス (Desumasu),5,Normal,Spirit Pokémon,Ghost,,0.5,1.5,Mummy,,
562,Galarian Yamask,Makabaja,デスマス (Desumasu),5,Normal,Spirit Pokémon,Ground,Ghost,0.5,1.5,Wandering Spirit,,
563,Cofagrigus,Echnatoll,デスカーン (Desukarn),5,Normal,Coffin Pokémon,Ghost,,1.7,76.5,Mummy,,
564,Tirtouga,Galapaflos,プロトーガ (Protoga),5,Normal,Prototurtle Pokémon,Water,Rock,0.7,16.5,Solid Rock,Sturdy,Swift Swim
565,Carracosta,Karippas,アバゴーラ (Abagoura),5,Normal,Prototurtle Pokémon,Water,Rock,1.2,81,Solid Rock,Sturdy,Swift Swim
566,Archen,Flapteryx,アーケン (Archen),5,Normal,First Bird Pokémon,Rock,Flying,0.5,9.5,Defeatist,,
567,Archeops,Aeropteryx,アーケオス (Archeos),5,Normal,First Bird Pokémon,Rock,Flying,1.4,32,Defeatist,,
568,Trubbish,Unratütox,ヤブクロン (Yabukuron),5,Normal,Trash Bag Pokémon,Poison,,0.6,31,Stench,Sticky Hold,Aftermath
569,Garbodor,Deponitox,ダストダス (Dustdas),5,Normal,Trash Heap Pokémon,Poison,,1.9,107.3,Stench,Weak Armor,Aftermath
570,Zorua,Zorua,ゾロア (Zorua),5,Normal,Tricky Fox Pokémon,Dark,,0.7,12.5,Illusion,,
571,Zoroark,Zoroark,ゾロアーク (Zoroark),5,Normal,Illusion Fox Pokémon,Dark,,1.6,81.1,Illusion,,
572,Minccino,Picochilla,チラーミィ (Chillarmy),5,Normal,Chinchilla Pokémon,Normal,,0.4,5.8,Cute Charm,Technician,Skill Link
573,Cinccino,Chillabell,チラチーノ (Chillaccino),5,Normal,Scarf Pokémon,Normal,,0.5,7.5,Cute Charm,Technician,Skill Link
574,Gothita,Mollimorba,ゴチム (Gothimu),5,Normal,Fixation Pokémon,Psychic,,0.4,5.8,Frisk,Competitive,Shadow Tag
575,Gothorita,Hypnomorba,ゴチミル (Gothimiru),5,Normal,Manipulate Pokémon,Psychic,,0.7,18,Frisk,Competitive,Shadow Tag
576,Gothitelle,Morbitesse,ゴチルゼル (Gothiruselle),5,Normal,Astral Body Pokémon,Psychic,,1.5,44,Frisk,Competitive,Shadow Tag
577,Solosis,Monozyto,ユニラン (Uniran),5,Normal,Cell Pokémon,Psychic,,0.3,1,Overcoat,Magic Guard,Regenerator
578,Duosion,Mitodos,ダブラン (Doublan),5,Normal,Mitosis Pokémon,Psychic,,0.6,8,Overcoat,Magic Guard,Regenerator
579,Reuniclus,Zytomega,ランクルス (Lanculus),5,Normal,Multiplying Pokémon,Psychic,,1,20.1,Overcoat,Magic Guard,Regenerator
580,Ducklett,Piccolente,コアルヒー (Koaruhie),5,Normal,Water Bird Pokémon,Water,Flying,0.5,5.5,Keen Eye,Big Pecks,Hydration
581,Swanna,Swaroness,スワンナ (Swanna),5,Normal,White Bird Pokémon,Water,Flying,1.3,24.2,Keen Eye,Big Pecks,Hydration
582,Vanillite,Gelatini,バニプッチ (Vanipeti),5,Normal,Fresh Snow Pokémon,Ice,,0.4,5.7,Ice Body,Snow Cloak,Weak Armor
583,Vanillish,Gelatroppo,バニリッチ (Vanirich),5,Normal,Icy Snow Pokémon,Ice,,1.1,41,Ice Body,Snow Cloak,Weak Armor
584,Vanilluxe,Gelatwino,バイバニラ (Baivanilla),5,Normal,Snowstorm Pokémon,Ice,,1.3,57.5,Ice Body,Snow Warning,Weak Armor
585,Deerling,Sesokitz,シキジカ (Shikijika),5,Normal,Season Pokémon,Normal,Grass,0.6,19.5,Chlorophyll,Sap Sipper,Serene Grace
586,Sawsbuck,Kronjuwild,メブキジカ (Mebukijika),5,Normal,Season Pokémon,Normal,Grass,1.9,92.5,Chlorophyll,Sap Sipper,Serene Grace
587,Emolga,Emolga,エモンガ (Emonga),5,Normal,Sky Squirrel Pokémon,Electric,Flying,0.4,5,Static,,Motor Drive
588,Karrablast,Laukaps,カブルモ (Kaburumo),5,Normal,Clamping Pokémon,Bug,,0.5,5.9,Swarm,Shed Skin,No Guard
589,Escavalier,Cavalanzas,シュバルゴ (Chevargo),5,Normal,Cavalry Pokémon,Bug,Steel,1,33,Swarm,Shell Armor,Overcoat
590,Foongus,Tarnpignon,タマゲタケ (Tamagetake),5,Normal,Mushroom Pokémon,Grass,Poison,0.2,1,Effect Spore,,Regenerator
591,Amoonguss,Hutsassa,モロバレル (Morobareru),5,Normal,Mushroom Pokémon,Grass,Poison,0.6,10.5,Effect Spore,,Regenerator
592,Frillish,Quabbel,プルリル (Pururill),5,Normal,Floating Pokémon,Water,Ghost,1.2,33,Water Absorb,Cursed Body,Damp
593,Jellicent,Apoquallyp,ブルンゲル (Burungel),5,Normal,Floating Pokémon,Water,Ghost,2.2,135,Water Absorb,Cursed Body,Damp
594,Alomomola,Mamolida,ママンボウ (Mamanbou),5,Normal,Caring Pokémon,Water,,1.2,31.6,Healer,Hydration,Regenerator
595,Joltik,Wattzapf,バチュル (Bachuru),5,Normal,Attaching Pokémon,Bug,Electric,0.1,0.6,Compound Eyes,Unnerve,Swarm
596,Galvantula,Voltula,デンチュラ (Dentula),5,Normal,EleSpider Pokémon,Bug,Electric,0.8,14.3,Compound Eyes,Unnerve,Swarm
597,Ferroseed,Kastadur,テッシード (Tesseed),5,Normal,Thorn Seed Pokémon,Grass,Steel,0.6,18.8,Iron Barbs,,Anticipation
598,Ferrothorn,Tentantel,ナットレイ (Nutrey),5,Normal,Thorn Pod Pokémon,Grass,Steel,1,110,Iron Barbs,,Anticipation
599,Klink,Klikk,ギアル (Giaru),5,Normal,Gear Pokémon,Steel,,0.3,21,Plus,Minus,Clear Body
600,Klang,Kliklak,ギギアル (Gigiaru),5,Normal,Gear Pokémon,Steel,,0.6,51,Plus,Minus,Clear Body
601,Klinklang,Klikdiklak,ギギギアル (Gigigiaru),5,Normal,Gear Pokémon,Steel,,0.6,81,Plus,Minus,Clear Body
602,Tynamo,Zapplardin,シビシラス (Shibishirasu),5,Normal,EleFish Pokémon,Electric,,0.2,0.3,Levitate,,
603,Eelektrik,Zapplalek,シビビール (Shibibeel),5,Normal,EleFish Pokémon,Electric,,1.2,22,Levitate,,
604,Eelektross,Zapplarang,シビルドン (Shibirudon),5,Normal,EleFish Pokémon,Electric,,2.1,80.5,Levitate,,
605,Elgyem,Pygraulon,リグレー (Ligray),5,Normal,Cerebral Pokémon,Psychic,,0.5,9,Telepathy,Synchronize,Analytic
606,Beheeyem,Megalon,オーベム (Ohbem),5,Normal,Cerebral Pokémon,Psychic,,1,34.5,Telepathy,Synchronize,Analytic
607,Litwick,Lichtel,ヒトモシ (Hitomoshi),5,Normal,Candle Pokémon,Ghost,Fire,0.3,3.1,Flash Fire,Flame Body,Infiltrator
608,Lampent,Laternecto,ランプラー (Lampler),5,Normal,Lamp Pokémon,Ghost,Fire,0.6,13,Flash Fire,Flame Body,Infiltrator
609,Chandelure,Skelabra,シャンデラ (Chandela),5,Normal,Luring Pokémon,Ghost,Fire,1,34.3,Flash Fire,Flame Body,Infiltrator
610,Axew,Milza,キバゴ (Kibago),5,Normal,Tusk Pokémon,Dragon,,0.6,18,Rivalry,Mold Breaker,Unnerve
611,Fraxure,Sharfax,オノンド (Onondo),5,Normal,Axe Jaw Pokémon,Dragon,,1,36,Rivalry,Mold Breaker,Unnerve
612,Haxorus,Maxax,オノノクス (Ononokus),5,Normal,Axe Jaw Pokémon,Dragon,,1.8,105.5,Rivalry,Mold Breaker,Unnerve
613,Cubchoo,Petznief,クマシュン (Kumasyun),5,Normal,Chill Pokémon,Ice,,0.5,8.5,Snow Cloak,Slush Rush,Rattled
614,Beartic,Siberio,ツンベアー (Tunbear),5,Normal,Freezing Pokémon,Ice,,2.6,260,Snow Cloak,Slush Rush,Swift Swim
615,Cryogonal,Frigometri,フリージオ (Freegeo),5,Normal,Crystallizing Pokémon,Ice,,1.1,148,Levitate,,
616,Shelmet,Schnuthelm,チョボマキ (Chobomaki),5,Normal,Snail Pokémon,Bug,,0.4,7.7,Hydration,Shell Armor,Overcoat
617,Accelgor,Hydragil,アギルダー (Agilder),5,Normal,Shell Out Pokémon,Bug,,0.8,25.3,Hydration,Sticky Hold,Unburden
618,Stunfisk,Flunschlik,マッギョ (Maggyo),5,Normal,Trap Pokémon,Ground,Electric,0.7,11,Static,Limber,Sand Veil
618,Galarian Stunfisk,Flunschlik,マッギョ (Maggyo),5,Normal,Trap Pokémon,Ground,Steel,0.7,20.5,Mimicry,,
619,Mienfoo,Lin-Fu,コジョフー (Kojofu),5,Normal,Martial Arts Pokémon,Fighting,,0.9,20,Inner Focus,Regenerator,Reckless
620,Mienshao,Wie-Shu,コジョンド (Kojondo),5,Normal,Martial Arts Pokémon,Fighting,,1.4,35.5,Inner Focus,Regenerator,Reckless
621,Druddigon,Shardrago,クリムガン (Crimgan),5,Normal,Cave Pokémon,Dragon,,1.6,139,Rough Skin,Sheer Force,Mold Breaker
622,Golett,Golbit,ゴビット (Gobit),5,Normal,Automaton Pokémon,Ground,Ghost,1,92,Iron Fist,Klutz,No Guard
623,Golurk,Golgantes,ゴルーグ (Goloog),5,Normal,Automaton Pokémon,Ground,Ghost,2.8,330,Iron Fist,Klutz,No Guard
624,Pawniard,Gladiantri,コマタナ (Komatana),5,Normal,Sharp Blade Pokémon,Dark,Steel,0.5,10.2,Defiant,Inner Focus,Pressure
625,Bisharp,Caesurio,キリキザン (Kirikizan),5,Normal,Sword Blade Pokémon,Dark,Steel,1.6,70,Defiant,Inner Focus,Pressure
626,Bouffalant,Bisofank,バッフロン (Buffron),5,Normal,Bash Buffalo Pokémon,Normal,,1.6,94.6,Reckless,Sap Sipper,Soundproof
627,Rufflet,Geronimatz,ワシボン (Washibon),5,Normal,Eaglet Pokémon,Normal,Flying,0.5,10.5,Keen Eye,Sheer Force,Hustle
628,Braviary,Washakwil,ウォーグル (Warrgle),5,Normal,Valiant Pokémon,Normal,Flying,1.5,41,Keen Eye,Sheer Force,Defiant
629,Vullaby,Skallyk,バルチャイ (Valchai),5,Normal,Diapered Pokémon,Dark,Flying,0.5,9,Big Pecks,Overcoat,Weak Armor
630,Mandibuzz,Grypheldis,バルジーナ (Vulgina),5,Normal,Bone Vulture Pokémon,Dark,Flying,1.2,39.5,Big Pecks,Overcoat,Weak Armor
631,Heatmor,Furnifraß,クイタラン (Kuitaran),5,Normal,Anteater Pokémon,Fire,,1.4,58,Gluttony,Flash Fire,White Smoke
632,Durant,Fermicula,アイアント (Aiant),5,Normal,Iron Ant Pokémon,Bug,Steel,0.3,33,Swarm,Hustle,Truant
633,Deino,Kapuno,モノズ (Monozu),5,Normal,Irate Pokémon,Dark,Dragon,0.8,17.3,Hustle,,
634,Zweilous,Duodino,ジヘッド (Dihead),5,Normal,Hostile Pokémon,Dark,Dragon,1.4,50,Hustle,,
635,Hydreigon,Trikephalo,サザンドラ (Sazandora),5,Normal,Brutal Pokémon,Dark,Dragon,1.8,160,Levitate,,
636,Larvesta,Ignivor,メラルバ (Merlarva),5,Normal,Torch Pokémon,Bug,Fire,1.1,28.8,Flame Body,,Swarm
637,Volcarona,Ramoth,ウルガモス (Ulgamoth),5,Normal,Sun Pokémon,Bug,Fire,1.6,46,Flame Body,,Swarm
638,Cobalion,Kobalium,コバルオン (Cobalon),5,Sub Legendary,Iron Will Pokémon,Steel,Fighting,2.1,250,Justified,,
639,Terrakion,Terrakium,テラキオン (Terrakion),5,Sub Legendary,Cavern Pokémon,Rock,Fighting,1.9,260,Justified,,
640,Virizion,Viridium,ビリジオン (Virizion),5,Sub Legendary,Grassland Pokémon,Grass,Fighting,2,200,Justified,,
641,Tornadus Incarnate Forme,Boreos,トルネロス (Tornelos),5,Sub Legendary,Cyclone Pokémon,Flying,,1.5,63,Prankster,,Defiant
641,Tornadus Therian Forme,Boreos,トルネロス (Tornelos),5,Sub Legendary,Cyclone Pokémon,Flying,,1.4,63,Regenerator,,
642,Thundurus Incarnate Forme,Voltolos,ボルトロス (Voltolos),5,Sub Legendary,Bolt Strike Pokémon,Electric,Flying,1.5,61,Prankster,,Defiant
642,Thundurus Therian Forme,Voltolos,ボルトロス (Voltolos),5,Sub Legendary,Bolt Strike Pokémon,Electric,Flying,3,61,Volt Absorb,,
643,Reshiram,Reshiram,レシラム (Reshiram),5,Legendary,Vast White Pokémon,Dragon,Fire,3.2,330,Turboblaze,,
644,Zekrom,Zekrom,ゼクロム (Zekrom),5,Legendary,Deep Black Pokémon,Dragon,Electric,2.9,345,Teravolt,,
645,Landorus Incarnate Forme,Demeteros,ランドロス (Landlos),5,Sub Legendary,Abundance Pokémon,Ground,Flying,1.5,68,Sand Force,,Sheer Force
645,Landorus Therian Forme,Demeteros,ランドロス (Landlos),5,Sub Legendary,Abundance Pokémon,Ground,Flying,1.3,68,Intimidate,,
646,Kyurem,Kyurem,キュレム (Kyurem),5,Legendary,Boundary Pokémon,Dragon,Ice,3,325,Pressure,,
646,Black Kyurem,Kyurem,キュレム (Kyurem),5,Legendary,Boundary Pokémon,Dragon,Ice,3.3,325,Teravolt,,
646,White Kyurem,Kyurem,キュレム (Kyurem),5,Legendary,Boundary Pokémon,Dragon,Ice,3.6,325,Turboblaze,,
647,Keldeo Ordinary Forme,Keldeo,ケルディオ (Keldeo),5,Mythical,Colt Pokémon,Water,Fighting,1.4,48.5,Justified,,
647,Keldeo Resolute Forme,Keldeo,ケルディオ (Keldeo),5,Mythical,Colt Pokémon,Water,Fighting,1.4,48.5,Justified,,
648,Meloetta Aria Forme,Meloetta,メロエッタ (Meloetta),5,Mythical,Melody Pokémon,Normal,Psychic,0.6,6.5,Serene Grace,,
648,Meloetta Pirouette Forme,Meloetta,メロエッタ (Meloetta),5,Mythical,Melody Pokémon,Normal,Fighting,0.6,6.5,Serene Grace,,
649,Genesect,Genesect,ゲノセクト (Genesect),5,Mythical,Paleozoic Pokémon,Bug,Steel,1.5,82.5,Download,,
650,Chespin,Igamaro,ハリマロン (Harimaron),6,Normal,Spiny Nut Pokémon,Grass,,0.4,9,Overgrow,,Bulletproof
651,Quilladin,Igastarnish,ハリボーグ (Hariborg),6,Normal,Spiny Armor Pokémon,Grass,,0.7,29,Overgrow,,Bulletproof
652,Chesnaught,Brigaron,ブリガロン (Brigarron),6,Normal,Spiny Armor Pokémon,Grass,Fighting,1.6,90,Overgrow,,Bulletproof
653,Fennekin,Fynx,フォッコ (Fokko),6,Normal,Fox Pokémon,Fire,,0.4,9.4,Blaze,,Magician
654,Braixen,Rutena,テールナー (Tairenar),6,Normal,Fox Pokémon,Fire,,1,14.5,Blaze,,Magician
655,Delphox,Fennexis,マフォクシー (Mahoxy),6,Normal,Fox Pokémon,Fire,Psychic,1.5,39,Blaze,,Magician
656,Froakie,Froxy,ケロマツ (Keromatsu),6,Normal,Bubble Frog Pokémon,Water,,0.3,7,Torrent,,Protean
657,Frogadier,Amphizel,ゲコガシラ (Gekogashira),6,Normal,Bubble Frog Pokémon,Water,,0.6,10.9,Torrent,,Protean
658,Greninja,Quajutsu,ゲッコウガ (Gekkouga),6,Normal,Ninja Pokémon,Water,Dark,1.5,40,Torrent,,Protean
658,Ash-Greninja,Quajutsu,ゲッコウガ (Gekkouga),6,Normal,Ninja Pokémon,Water,Dark,1.5,40,Battle Bond,,
659,Bunnelby,Scoppel,ホルビー (Horubee),6,Normal,Digging Pokémon,Normal,,0.4,5,Pickup,Cheek Pouch,Huge Power
660,Diggersby,Grebbit,ホルード (Horudo),6,Normal,Digging Pokémon,Normal,Ground,1,42.4,Pickup,Cheek Pouch,Huge Power
